"ITTER107"|"Territorio"|"TIPO_DATO8"|"Tipo dato"|"MISURA1"|"Misura"|"COICOP_EUSILC3"|"Voci di spesa"|"NUMERO_COMPONENTI"|"Numero  componenti della famiglia"|"TIPOLOGIA_FAMILIARE1"|"Tipologia familiare"|"TIPOLOGIA_FAM_MINORI"|"Famiglia con figli minori"|"TIPOLOGIA_FAM_ANZIANI"|"Famiglia con anziani"|"SEXISTAT1"|"Sesso del principale percettore"|"CLASETA5"|"Classe di età del principale percettore"|"TITOLO_STUDIO"|"Titolo di studio della persona di riferimento"|"CONDIZIONE_DICH2"|"Condizione professionale prevalente nell anno del principale percettore"|"TIME"|"Seleziona periodo"|"Value"|"Flag Codes"|"Flags"
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2005"|"2005"|18||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2006"|"2006"|17||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2007"|"2007"|17.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2008"|"2008"|17.7||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2009"|"2009"|17.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2010"|"2010"|17.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2011"|"2011"|16.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2012"|"2012"|16.5||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2013"|"2013"|19.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2014"|"2014"|19.4||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2015"|"2015"|17||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2016"|"2016"|12.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2004"|"2004"|7.5||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2005"|"2005"|8.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2006"|"2006"|6.7||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2007"|"2007"|7||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2008"|"2008"|6.5||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2009"|"2009"|7.4||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2010"|"2010"|6.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2011"|"2011"|6.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2012"|"2012"|6.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2013"|"2013"|7.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2014"|"2014"|8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2015"|"2015"|7.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2016"|"2016"|5.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2004"|"2004"|8.9||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2005"|"2005"|10.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2006"|"2006"|8.7||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2007"|"2007"|9.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2008"|"2008"|8.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2009"|"2009"|10.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2010"|"2010"|9.9||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2011"|"2011"|9.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2012"|"2012"|10.4||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2013"|"2013"|11.7||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2014"|"2014"|11.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2015"|"2015"|11.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2016"|"2016"|8.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2004"|"2004"|13.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2005"|"2005"|14.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2006"|"2006"|12||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2007"|"2007"|12.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2008"|"2008"|12.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2009"|"2009"|13.7||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2010"|"2010"|12.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2011"|"2011"|12.7||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2012"|"2012"|13.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2013"|"2013"|13.9||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2014"|"2014"|15.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2015"|"2015"|14.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"3"|"45-54 anni"|"99"|"totale"|"99"|"totale"|"2016"|"2016"|10||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2004"|"2004"|5.7||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2005"|"2005"|5.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2006"|"2006"|4||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2007"|"2007"|4.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2008"|"2008"|5.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2009"|"2009"|6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2010"|"2010"|4.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2011"|"2011"|7.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2012"|"2012"|6.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2013"|"2013"|8.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2014"|"2014"|8.4||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2015"|"2015"|8.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2016"|"2016"|6.5||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2004"|"2004"|12.4||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2005"|"2005"|12.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2006"|"2006"|10.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2007"|"2007"|10.7||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2008"|"2008"|12.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2009"|"2009"|11.7||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2010"|"2010"|10.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"4"|"55-64 anni"|"99"|"totale"|"99"|"totale"|"2011"|"2011"|9.5||
